ACNR,TITEL,AUTOR,LIBRETTIST,JAHR,BARCODE,SIGNATUR,IMAGES,LINK_ALMA,LINK_ASTOR,
AC14316057,Costanza e fortezza,"Fux, Johann Joseph","Pariati, Pietro",1723,+Z194789505,Mus.Hs.17266/2,262,https://data.onb.ac.at/rec/AC14316057,https://data.onb.ac.at/dtl/5981615,
AC14316057,Costanza e fortezza,"Fux, Johann Joseph","Pariati, Pietro",1723,+Z194789700,Mus.Hs.17266/3,264,https://data.onb.ac.at/rec/AC14316057,https://data.onb.ac.at/dtl/5987654,
AC14316058,Costanza e fortezza,"Fux, Johann Joseph",,1723,+Z26994450X,Mus.Hs.17267/1,114,https://data.onb.ac.at/rec/AC14316058,https://data.onb.ac.at/dtl/8883232,
AC14316058,Costanza e fortezza,"Fux, Johann Joseph",,1723,+Z269944407,Mus.Hs.17267/2,68,https://data.onb.ac.at/rec/AC14316058,https://data.onb.ac.at/dtl/8883650,
AC14316058,Costanza e fortezza,"Fux, Johann Joseph",,1723,+Z269955909,Mus.Hs.17267/3,68,https://data.onb.ac.at/rec/AC14316058,https://data.onb.ac.at/dtl/8884802,
AC14316058,Costanza e fortezza,"Fux, Johann Joseph",,1723,+Z269955806,Mus.Hs.17267/4,64,https://data.onb.ac.at/rec/AC14316058,https://data.onb.ac.at/dtl/8884672,
AC14316059,Giunone Placata,"Fux, Johann Joseph","Zanelli, Ippolito",1725,+Z190838303,Mus.Hs.17268,418,https://data.onb.ac.at/rec/AC14316059,https://data.onb.ac.at/dtl/6376986,
AC14316060,Giunone placata,"Fux, Johann Joseph",,1725,+Z213902907,Mus.Hs.17269/1,37,https://data.onb.ac.at/rec/AC14316060,https://data.onb.ac.at/dtl/7200664,
AC14316060,Giunone placata,"Fux, Johann Joseph",,1725,+Z213902804,Mus.Hs.17269/2,37,https://data.onb.ac.at/rec/AC14316060,https://data.onb.ac.at/dtl/7200587,
AC14316060,Giunone placata,"Fux, Johann Joseph",,1725,+Z213902701,Mus.Hs.17269/3,33,https://data.onb.ac.at/rec/AC14316060,https://data.onb.ac.at/dtl/7200741,
AC14316060,Giunone placata,"Fux, Johann Joseph",,1725,+Z19495260X,Mus.Hs.17269/4,49,https://data.onb.ac.at/rec/AC14316060,https://data.onb.ac.at/dtl/7199981,
AC14316061,La corona d'Arianna,"Fux, Johann Joseph","Pariati, Pietro",1726,+Z269950900,Mus.Hs.17270/1,510,https://data.onb.ac.at/rec/AC14316061,https://data.onb.ac.at/dtl/9044764,
AC14316061,La corona d'Arianna,"Fux, Johann Joseph","Pariati, Pietro",1726,+Z26995100X,Mus.Hs.17270/2,282,https://data.onb.ac.at/rec/AC14316061,https://data.onb.ac.at/dtl/9039028,
AC14316062,La corona d'Arianna,"Fux, Johann Joseph",,1726,+Z269954401,Mus.Hs.17271/1,72,https://data.onb.ac.at/rec/AC14316062,https://data.onb.ac.at/dtl/8901996,
AC14316062,La corona d'Arianna,"Fux, Johann Joseph",,1726,+Z269954309,Mus.Hs.17271/2,54,https://data.onb.ac.at/rec/AC14316062,https://data.onb.ac.at/dtl/8901310,
AC14316062,La corona d'Arianna,"Fux, Johann Joseph",,1726,+Z269954206,Mus.Hs.17271/3,62,https://data.onb.ac.at/rec/AC14316062,https://data.onb.ac.at/dtl/8901634,
AC14316062,La corona d'Arianna,"Fux, Johann Joseph",,1726,+Z269954103,Mus.Hs.17271/4,68,https://data.onb.ac.at/rec/AC14316062,https://data.onb.ac.at/dtl/8902868,
AC14316065,"Enea negli Elisi, overo: Il tempio dell'Eternita","Fux, Johann Joseph","Metastasio, Pietro",1731,+Z213903201,Mus.Hs.17274/1,230,https://data.onb.ac.at/rec/AC14316065,https://data.onb.ac.at/dtl/7189051,
AC14316065,"Enea negli Elisi, overo: Il tempio dell'Eternita","Fux, Johann Joseph","Metastasio, Pietro",1731,+Z213903109,Mus.Hs.17274/2,306,https://data.onb.ac.at/rec/AC14316065,https://data.onb.ac.at/dtl/7200810,
AC14316066,"Enea negli Elisi, overo: Il tempio dell'eternita","Fux, Johann Joseph",,1731,+Z213902300,Mus.Hs.17275/1,83,https://data.onb.ac.at/rec/AC14316066,https://data.onb.ac.at/dtl/7200183,
AC14316066,"Enea negli Elisi, overo: Il tempio dell'eternita","Fux, Johann Joseph",,1731,+Z213902403,Mus.Hs.17275/2,49,https://data.onb.ac.at/rec/AC14316066,https://data.onb.ac.at/dtl/7200082,
AC14316066,"Enea negli Elisi, overo: Il tempio dell'eternita","Fux, Johann Joseph",,1731,+Z213905908,Mus.Hs.17275/3,43,https://data.onb.ac.at/rec/AC14316066,https://data.onb.ac.at/dtl/7201425,
AC14316066,"Enea negli Elisi, overo: Il tempio dell'eternita","Fux, Johann Joseph",,1731,+Z213906007,Mus.Hs.17275/4,51,https://data.onb.ac.at/rec/AC14316066,https://data.onb.ac.at/dtl/7201514,
AC14316069,L'oracolo del fato,"Gasparini, Francesco",,1719,+Z269951801,Mus.Hs.17278,390,https://data.onb.ac.at/rec/AC14316069,https://data.onb.ac.at/dtl/8927955,
AC14316070,L'oracolo del fato,"Gasparini, Francesco",,1719,+Z269978600,Mus.Hs.17279/1,34,https://data.onb.ac.at/rec/AC14316070,https://data.onb.ac.at/dtl/9180818,
AC14316070,L'oracolo del fato,"Gasparini, Francesco",,1719,+Z269979902,Mus.Hs.17279/2,38,https://data.onb.ac.at/rec/AC14316070,https://data.onb.ac.at/dtl/9180440,
AC14316070,L'oracolo del fato,"Gasparini, Francesco",,1719,+Z26997980X,Mus.Hs.17279/3,26,https://data.onb.ac.at/rec/AC14316070,https://data.onb.ac.at/dtl/9178074,
AC14316070,L'oracolo del fato,"Gasparini, Francesco",,1719,+Z269984703,Mus.Hs.17279/4,34,https://data.onb.ac.at/rec/AC14316070,https://data.onb.ac.at/dtl/9177526,
AC14316071,Angelica vincitrice di Alcina,"Fux, Johann Joseph","Pariati, Pietro",1716,+Z190907003,Mus.Hs.17281/1,212,https://data.onb.ac.at/rec/AC14316071,https://data.onb.ac.at/rep/131B1016,
AC14316071,Angelica vincitrice di Alcina,"Fux, Johann Joseph","Pariati, Pietro",1716,+Z190907106,Mus.Hs.17281/2,192,https://data.onb.ac.at/rec/AC14316071,https://data.onb.ac.at/rep/131B1017,
AC14316071,Angelica vincitrice di Alcina,"Fux, Johann Joseph","Pariati, Pietro",1716,+Z190903009,Mus.Hs.17281/3,196,https://data.onb.ac.at/rec/AC14316071,https://data.onb.ac.at/rep/131B1014,
AC14316072,"Angelica, vincitrice di Alcina","Fux, Johann Joseph",,1716,+Z190891809,Mus.Hs.17282/1,49,https://data.onb.ac.at/rec/AC14316072,https://data.onb.ac.at/dtl/6436037,
AC14316072,"Angelica, vincitrice di Alcina","Fux, Johann Joseph",,1716,+Z190892607,Mus.Hs.17282/2,38,https://data.onb.ac.at/rec/AC14316072,https://data.onb.ac.at/dtl/6434496,
AC14316072,"Angelica, vincitrice di Alcina","Fux, Johann Joseph",,1716,+Z19089270X,Mus.Hs.17282/3,37,https://data.onb.ac.at/rec/AC14316072,https://data.onb.ac.at/dtl/6434170,
AC14316072,"Angelica, vincitrice di Alcina","Fux, Johann Joseph",,1716,+Z190892802,Mus.Hs.17282/4,61,https://data.onb.ac.at/rec/AC14316072,https://data.onb.ac.at/dtl/6436407,
AC14316073,"Archelao, re di Cappadocia","Conti, Francesco","Pariati, Pietro",1722,+Z269978806,Mus.Hs.17283/1,188,https://data.onb.ac.at/rec/AC14316073,https://data.onb.ac.at/dtl/9085585,
AC14316073,"Archelao, re di Cappadocia","Conti, Francesco","Pariati, Pietro",1722,+Z269978909,Mus.Hs.17283/2,156,https://data.onb.ac.at/rec/AC14316073,https://data.onb.ac.at/dtl/9085271,
AC14316073,"Archelao, re di Cappadocia","Conti, Francesco","Pariati, Pietro",1722,+Z269979008,Mus.Hs.17283/3,160,https://data.onb.ac.at/rec/AC14316073,https://data.onb.ac.at/dtl/9084949,
AC14316073,"Archelao, re di Cappadocia","Conti, Francesco","Pariati, Pietro",1722,+Z269979100,Mus.Hs.17283/4,194,https://data.onb.ac.at/rec/AC14316073,https://data.onb.ac.at/dtl/9084559,
AC14316073,"Archelao, re di Cappadocia","Conti, Francesco","Pariati, Pietro",1722,+Z269979707,Mus.Hs.17283/5,126,https://data.onb.ac.at/rec/AC14316073,https://data.onb.ac.at/dtl/9085963,
AC14316074,"Archelao, re di Cappadocia","Conti, Francesco",,1722,+Z269988101,Mus.Hs.17284/1,86,https://data.onb.ac.at/rec/AC14316074,https://data.onb.ac.at/dtl/9177306,
AC14316074,"Archelao, re di Cappadocia","Conti, Francesco",,1722,+Z269988204,Mus.Hs.17284/2,90,https://data.onb.ac.at/rec/AC14316074,https://data.onb.ac.at/dtl/9177690,
AC14316074,"Archelao, re di Cappadocia","Conti, Francesco",,1722,+Z269988307,Mus.Hs.17284/3,50,https://data.onb.ac.at/rec/AC14316074,https://data.onb.ac.at/dtl/9177918,
AC14316074,"Archelao, re di Cappadocia","Conti, Francesco",,1722,+Z26998840X,Mus.Hs.17284/4,84,https://data.onb.ac.at/rec/AC14316074,https://data.onb.ac.at/dtl/9178458,
AC14316077,Clelia,"Conti, Ignazio",,1733,+Z269952209,Mus.Hs.17290,302,https://data.onb.ac.at/rec/AC14316077,https://data.onb.ac.at/dtl/9046344,
AC14316078,Clelia,"Conti, Ignazio",,1733,+Z269949703,Mus.Hs.17291/1,54,https://data.onb.ac.at/rec/AC14316078,https://data.onb.ac.at/dtl/8884138,
AC14316078,Clelia,"Conti, Ignazio",,1733,+Z269949806,Mus.Hs.17291/2,40,https://data.onb.ac.at/rec/AC14316078,https://data.onb.ac.at/dtl/8884248,
AC14316078,Clelia,"Conti, Ignazio",,1733,+Z269948309,Mus.Hs.17291/3,26,https://data.onb.ac.at/rec/AC14316078,https://data.onb.ac.at/dtl/8884084,
AC14316078,Clelia,"Conti, Ignazio",,1733,+Z26994870X,Mus.Hs.17291/4,38,https://data.onb.ac.at/rec/AC14316078,https://data.onb.ac.at/dtl/8883462,
AC14316081,Tres lectiones pro defunctis,"Ziani, Marc' Antonio",,1711,+Z322204507,Mus.Hs.17449,222,https://data.onb.ac.at/rec/AC14316081,https://data.onb.ac.at/rep/131FE3D8,
AC14316086,Amor prigioniero,"Predieri, Luca Antonio","Metastasio, Pietro",1732,+Z26999440X,Mus.Hs.17544,176,https://data.onb.ac.at/rec/AC14316086,https://data.onb.ac.at/dtl/9274544,
AC14316087,Amor prigioniero,"Predieri, Luca Antonio",,1732,+Z190100302,Mus.Hs.17545,82,https://data.onb.ac.at/rec/AC14316087,https://data.onb.ac.at/dtl/9215098,
AC14316088,Il natale d'Augusto,"Caldara, Antonio","Ovidius Naso, Publius",[1733],+Z190102505,Mus.Hs.17548,82,https://data.onb.ac.at/rec/AC14316088,https://data.onb.ac.at/dtl/9132374,
AC14316094,Sammlung von 12 Kantaten für Sopran und Cembalo-Begleitung,"Bononcini, Giovanni",,[ohne Jahresangabe],+Z194780708,Mus.Hs.17567,210,https://data.onb.ac.at/rec/AC14316094,https://data.onb.ac.at/dtl/5806567,
AC14316096,Sammlung von 15 Kantaten,"Badia, Carlo Agostino",,[ohne Jahresangabe],+Z213951608,Mus.Hs.17574,222,https://data.onb.ac.at/rec/AC14316096,https://data.onb.ac.at/dtl/7581146,
AC14316097,11 Kantaten für Alt und Cembalo von verschiedenen Komponisten,"Ariosti, Attilio",,[ohne Jahresangabe],+Z269992906,Mus.Hs.17575,100,https://data.onb.ac.at/rec/AC14316097,https://data.onb.ac.at/dtl/9181182,
AC14316098,"Sammlung von sieben ""Cantatae"" für Solostimme und Begleitinstrumente","Arrigoni, Carlo","Marchi, Damiano",[ohne Jahresangabe],+Z104697507,Mus.Hs.17577,162,https://data.onb.ac.at/rec/AC14316098,https://data.onb.ac.at/dtl/4552127,
AC14316100,Vinti (sic) quatro cantate a basso solo,"Caldara, Antonio",,1730,+Z269941509,Mus.Hs.17580,210,https://data.onb.ac.at/rec/AC14316100,https://data.onb.ac.at/dtl/8733086,
AC14316103,Cantate con Instromenti,"Conti, Francesco","Savallia, C.",[ohne Jahresangabe],+Z14261250X,Mus.Hs.17593/1-8,286,https://data.onb.ac.at/rec/AC14316103,https://data.onb.ac.at/dtl/4746636,
AC14316104,Le Lodi d'Augusto,"Caldara, Antonio","Pasquini, Giovanni Claudio",1734,+Z142671400,Mus.Hs.17598,118,https://data.onb.ac.at/rec/AC14316104,https://data.onb.ac.at/dtl/5023823,
AC14316105,Sammlung von 12 Kantaten für Sopran und Cembalo-Begleitung,"Conti, Francesco",,[ohne Jahresangabe],+Z190101203,Mus.Hs.17601/1-12,110,https://data.onb.ac.at/rec/AC14316105,https://data.onb.ac.at/dtl/9368735,
AC14316106,Cantate a basso solo,"Caldara, Antonio",,[ohne Jahresangabe],+Z190108805,Mus.Hs.17603/1-12,226,https://data.onb.ac.at/rec/AC14316106,https://data.onb.ac.at/dtl/9264469,
AC14316107,Cantate con Violini,"Bononcini, Antonio Maria",,[ohne Jahresangabe],+Z142606602,Mus.Hs.17607,250,https://data.onb.ac.at/rec/AC14316107,https://data.onb.ac.at/dtl/4711429,
AC14316114,"2 ""intermezzi"" für Singstimme und Instrumentalbegleitung","Caldara, Antonio","Zeno, Apostolo",[1724],+Z190100909,Mus.Hs.17634/1,58,https://data.onb.ac.at/rec/AC14316114,https://data.onb.ac.at/dtl/9178214,
AC14316114,"2 ""intermezzi"" für Singstimme und Instrumentalbegleitung","Caldara, Antonio","Zeno, Apostolo",[1724],+Z190105208,Mus.Hs.17634/2,42,https://data.onb.ac.at/rec/AC14316114,https://data.onb.ac.at/dtl/9178128,
AC14316116,La decollazione di s. Giovanni Battista,"Grimani, Maria Margharita",,1715,+Z238523601,Mus.Hs.17667/1,30,https://data.onb.ac.at/rec/AC14316116,https://data.onb.ac.at/dtl/8153667,
AC14316116,La decollazione di s. Giovanni Battista,"Grimani, Maria Margharita",,1715,+Z238523509,Mus.Hs.17667/2,30,https://data.onb.ac.at/rec/AC14316116,https://data.onb.ac.at/dtl/8153604,
AC14316116,La decollazione di s. Giovanni Battista,"Grimani, Maria Margharita",,1715,+Z238523406,Mus.Hs.17667/3,22,https://data.onb.ac.at/rec/AC14316116,https://data.onb.ac.at/dtl/8153557,
AC14316116,La decollazione di s. Giovanni Battista,"Grimani, Maria Margharita",,1715,+Z238523303,Mus.Hs.17667/4,32,https://data.onb.ac.at/rec/AC14316116,https://data.onb.ac.at/dtl/8153490,
AC14316117,La visitazione di santa Elisabetta,"Grimani, Maria Margharita",,1718,+Z194895500,Mus.Hs.17668,220,https://data.onb.ac.at/rec/AC14316117,https://data.onb.ac.at/dtl/6255707,
AC14316118,L'umilta coronata,"Lotti, Antonio",,[1714],+Z19011300X,Mus.Hs.17672/1,42,https://data.onb.ac.at/rec/AC14316118,https://data.onb.ac.at/dtl/9579042,
AC14316118,L'umilta coronata,"Lotti, Antonio",,[1714],+Z190112900,Mus.Hs.17672/2,42,https://data.onb.ac.at/rec/AC14316118,https://data.onb.ac.at/dtl/9578172,
AC14316118,L'umilta coronata,"Lotti, Antonio",,[1714],+Z190113503,Mus.Hs.17672/3,38,https://data.onb.ac.at/rec/AC14316118,https://data.onb.ac.at/dtl/9578296,
AC14316118,L'umilta coronata,"Lotti, Antonio",,[1714],+Z190113606,Mus.Hs.17672/4,30,https://data.onb.ac.at/rec/AC14316118,https://data.onb.ac.at/dtl/9578374,
AC14316119,"Ercole, vincitore di Gerione","Badia, Carlo Agostino",,1708,+Z190111506,Mus.Hs.17702/1,30,https://data.onb.ac.at/rec/AC14316119,https://data.onb.ac.at/dtl/9577676,
AC14316119,"Ercole, vincitore di Gerione","Badia, Carlo Agostino",,1708,+Z190113308,Mus.Hs.17702/2,30,https://data.onb.ac.at/rec/AC14316119,https://data.onb.ac.at/dtl/9578110,
AC14316119,"Ercole, vincitore di Gerione","Badia, Carlo Agostino",,1708,+Z190113400,Mus.Hs.17702/3,18,https://data.onb.ac.at/rec/AC14316119,https://data.onb.ac.at/dtl/9578258,
AC14316119,"Ercole, vincitore di Gerione","Badia, Carlo Agostino",,1708,+Z190113102,Mus.Hs.17702/4,26,https://data.onb.ac.at/rec/AC14316119,https://data.onb.ac.at/dtl/9578056,
AC14316124,Sammlung von Arien mit Instrumentalbegleitung,,,[ohne Jahresangabe],+Z238585102,Mus.Hs.17721,196,https://data.onb.ac.at/rec/AC14316124,https://data.onb.ac.at/dtl/8425649,
AC14316125,Cantate a voce sola con violino e basso,"Barba, Daniel",,[ohne Jahresangabe],+Z238592301,Mus.Hs.17724/1-6,77,https://data.onb.ac.at/rec/AC14316125,https://data.onb.ac.at/dtl/8514534,
AC14316128,Cantate a voce sola [soprano],"Badia, Carlo Agostino",,[ohne Jahresangabe],+Z190119608,Mus.Hs.17734/1-9,114,https://data.onb.ac.at/rec/AC14316128,https://data.onb.ac.at/dtl/9638307,
AC14316130,XXII cantate,"Scarlatti, Alessandro",,[ohne Jahresangabe],+Z213951505,Mus.Hs.17749/1-22,234,https://data.onb.ac.at/rec/AC14316130,https://data.onb.ac.at/dtl/7580675,
AC14316133,Cantate e ariette per camera a voce sola,"Vismarri, Filippo",,1718,+Z190121305,Mus.Hs.17753/1-24,501,https://data.onb.ac.at/rec/AC14316133,https://data.onb.ac.at/dtl/9579224,
AC14316172,"Allerhand auserlesene Sätze aus Opern, Cantaten, Concerten etc.","Keiser, Reinhard","Brown, R.",1718,+Z232520109,Mus.Hs.17907,183,https://data.onb.ac.at/rec/AC14316172,https://data.onb.ac.at/dtl/6798472,
AC14316176,"Astrea placata, ovvero: La felicita della terra","Predieri, Luca Antonio",,1739,+Z190130008,Mus.Hs.17955,398,https://data.onb.ac.at/rec/AC14316176,https://data.onb.ac.at/rep/131BADD9,
AC14316177,Astrea placata,"Predieri, Luca Antonio",,1739,+Z190122802,Mus.Hs.17956/1,70,https://data.onb.ac.at/rec/AC14316177,https://data.onb.ac.at/dtl/9581178,
AC14316177,Astrea placata,"Predieri, Luca Antonio",,1739,+Z19012270X,Mus.Hs.17956/2,38,https://data.onb.ac.at/rec/AC14316177,https://data.onb.ac.at/dtl/9577068,
AC14316177,Astrea placata,"Predieri, Luca Antonio",,1739,+Z190122607,Mus.Hs.17956/3,36,https://data.onb.ac.at/rec/AC14316177,https://data.onb.ac.at/dtl/9581104,
AC14316177,Astrea placata,"Predieri, Luca Antonio",,1739,+Z190122504,Mus.Hs.17956/4,38,https://data.onb.ac.at/rec/AC14316177,https://data.onb.ac.at/dtl/9581026,
AC14316178,Il sogno di Scipione,"Predieri, Luca Antonio",,1739,+Z190118902,Mus.Hs.17958/1,34,https://data.onb.ac.at/rec/AC14316178,https://data.onb.ac.at/dtl/9578816,
AC14316178,Il sogno di Scipione,"Predieri, Luca Antonio",,1739,+Z190100806,Mus.Hs.17958/2,32,https://data.onb.ac.at/rec/AC14316178,https://data.onb.ac.at/dtl/9577220,
AC14316178,Il sogno di Scipione,"Predieri, Luca Antonio",,1739,+Z190113709,Mus.Hs.17958/3,32,https://data.onb.ac.at/rec/AC14316178,https://data.onb.ac.at/dtl/9578436,
AC14316178,Il sogno di Scipione,"Predieri, Luca Antonio",,1739,+Z190113801,Mus.Hs.17958/4,32,https://data.onb.ac.at/rec/AC14316178,https://data.onb.ac.at/dtl/9578548,
AC14316180,La piu bella,"Reinhardt, Johann Georg",,1715,+Z190119104,Mus.Hs.17961/1,38,https://data.onb.ac.at/rec/AC14316180,https://data.onb.ac.at/dtl/9578964,
AC14316180,La piu bella,"Reinhardt, Johann Georg",,1715,+Z190119001,Mus.Hs.17961/2,38,https://data.onb.ac.at/rec/AC14316180,https://data.onb.ac.at/dtl/9578886,
AC14316180,La piu bella,"Reinhardt, Johann Georg",,1715,+Z190122401,Mus.Hs.17961/3,34,https://data.onb.ac.at/rec/AC14316180,https://data.onb.ac.at/dtl/9580956,
AC14316180,La piu bella,"Reinhardt, Johann Georg",,1715,+Z190121706,Mus.Hs.17961/4,58,https://data.onb.ac.at/rec/AC14316180,https://data.onb.ac.at/dtl/9580228,
AC14316181,L´Eroe Immortale,"Reinhardt, Johann Georg","Pariati, Pietro",1717,+Z190915607,Mus.Hs.17962,294,https://data.onb.ac.at/rec/AC14316181,https://data.onb.ac.at/dtl/9689126,
AC14316182,L'Eroe immortale,"Reinhardt, Johann Georg",,1717,+Z190118604,Mus.Hs.17963/1,46,https://data.onb.ac.at/rec/AC14316182,https://data.onb.ac.at/dtl/9580456,
AC14316182,L'Eroe immortale,"Reinhardt, Johann Georg",,1717,+Z190118501,Mus.Hs.17963/2,22,https://data.onb.ac.at/rec/AC14316182,https://data.onb.ac.at/dtl/9578614,
AC14316182,L'Eroe immortale,"Reinhardt, Johann Georg",,1717,+Z190118306,Mus.Hs.17963/3,22,https://data.onb.ac.at/rec/AC14316182,https://data.onb.ac.at/dtl/9578502,
AC14316182,L'Eroe immortale,"Reinhardt, Johann Georg",,1717,+Z190118409,Mus.Hs.17963/4,30,https://data.onb.ac.at/rec/AC14316182,https://data.onb.ac.at/dtl/9578660,
AC14316183,Il Giudicio di Enone,"Reinhardt, Johann Georg","Pariati, Pietro",1721,+Z19093500X,Mus.Hs.17964/1,274,https://data.onb.ac.at/rec/AC14316183,https://data.onb.ac.at/rep/131ABE83,
AC14316183,Il Giudicio di Enone,"Reinhardt, Johann Georg","Pariati, Pietro",1721,+Z190934900,Mus.Hs.17964/2,298,https://data.onb.ac.at/rec/AC14316183,https://data.onb.ac.at/rep/131ABE82,
AC14316184,Il giudicio di Enone,"Reinhardt, Johann Georg",,1721,+Z190122206,Mus.Hs.17965/1,84,https://data.onb.ac.at/rec/AC14316184,https://data.onb.ac.at/dtl/9580676,
AC14316184,Il giudicio di Enone,"Reinhardt, Johann Georg",,1721,+Z190122103,Mus.Hs.17965/2,62,https://data.onb.ac.at/rec/AC14316184,https://data.onb.ac.at/dtl/9580550,
AC14316184,Il giudicio di Enone,"Reinhardt, Johann Georg",,1721,+Z190122309,Mus.Hs.17965/3,54,https://data.onb.ac.at/rec/AC14316184,https://data.onb.ac.at/dtl/9580846,
AC14316184,Il giudicio di Enone,"Reinhardt, Johann Georg",,1721,+Z190122000,Mus.Hs.17965/4,54,https://data.onb.ac.at/rec/AC14316184,https://data.onb.ac.at/dtl/9580346,
AC14316185,Zenobia,"Reutter, Georg","Pasquini, Giovanni Claudio",1732,+Z190148700,Mus.Hs.17974,318,https://data.onb.ac.at/rec/AC14316185,https://data.onb.ac.at/dtl/9751979,
AC14316186,Zenobia,"Reutter, Georg",,1732,+Z190146004,Mus.Hs.17975/1,50,https://data.onb.ac.at/rec/AC14316186,https://data.onb.ac.at/dtl/9688462,
AC14316186,Zenobia,"Reutter, Georg",,1732,+Z190145905,Mus.Hs.17975/2,34,https://data.onb.ac.at/rec/AC14316186,https://data.onb.ac.at/dtl/9688392,
AC14316186,Zenobia,"Reutter, Georg",,1732,+Z190145802,Mus.Hs.17975/3,26,https://data.onb.ac.at/rec/AC14316186,https://data.onb.ac.at/dtl/9688338,
AC14316186,Zenobia,"Reutter, Georg",,1732,+Z19014570X,Mus.Hs.17975/4,38,https://data.onb.ac.at/rec/AC14316186,https://data.onb.ac.at/dtl/9687350,
AC14316187,Costantino,"Lotti, Antonio","Pariati, Pietro",1716,+Z190828206,Mus.Hs.17993/1,225,https://data.onb.ac.at/rec/AC14316187,https://data.onb.ac.at/dtl/8484989,
AC14316187,Costantino,"Lotti, Antonio","Pariati, Pietro",1716,+Z190828103,Mus.Hs.17993/2,221,https://data.onb.ac.at/rec/AC14316187,https://data.onb.ac.at/dtl/8488638,
AC14316187,Costantino,"Lotti, Antonio","Pariati, Pietro",1716,+Z190828000,Mus.Hs.17993/3,145,https://data.onb.ac.at/rec/AC14316187,https://data.onb.ac.at/dtl/8488346,
AC14316187,Costantino,"Lotti, Antonio","Pariati, Pietro",1716,+Z190827901,Mus.Hs.17993/4,153,https://data.onb.ac.at/rec/AC14316187,https://data.onb.ac.at/dtl/8486399,
AC14316187,Costantino,"Lotti, Antonio","Pariati, Pietro",1716,+Z190827706,Mus.Hs.17993/5,153,https://data.onb.ac.at/rec/AC14316187,https://data.onb.ac.at/dtl/8391143,
AC14316188,Costantino,"Lotti, Antonio",,1716,+Z190152600,Mus.Hs.17994/1,90,https://data.onb.ac.at/rec/AC14316188,https://data.onb.ac.at/dtl/9688564,
AC14316188,Costantino,"Lotti, Antonio",,1716,+Z190152703,Mus.Hs.17994/2,84,https://data.onb.ac.at/rec/AC14316188,https://data.onb.ac.at/dtl/9688746,
AC14316188,Costantino,"Lotti, Antonio",,1716,+Z190142801,Mus.Hs.17994/3,52,https://data.onb.ac.at/rec/AC14316188,https://data.onb.ac.at/dtl/9688026,
AC14316188,Costantino,"Lotti, Antonio",,1716,+Z190142709,Mus.Hs.17994/4,50,https://data.onb.ac.at/rec/AC14316188,https://data.onb.ac.at/dtl/9687924,
AC14316189,"Per la nascita della sacra ces. e cattolica real maesta di Carlo VI., augustissimo imperadore","Marcello, Benedetto",,[1725],+Z190165308,Mus.Hs.17995/1,224,https://data.onb.ac.at/rec/AC14316189,https://data.onb.ac.at/rep/131BADD1,
AC14316189,"Per la nascita della sacra ces. e cattolica real maesta di Carlo VI., augustissimo imperadore","Marcello, Benedetto",,[1725],+Z190166003,Mus.Hs.17995/2,336,https://data.onb.ac.at/rec/AC14316189,https://data.onb.ac.at/rep/131BADD0,
